Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens East,QE11,10.000000000000000,2008.000000000000000,April,70.808995158351195,79.992428904453689,70.399050285105801,642.513658482551023
Queens East,QE12,10.000000000000000,2008.000000000000000,April,57.855811729271792,44.878755951610898,48.138639566043494,435.832494426073026
Queens East,QE13,10.000000000000000,2008.000000000000000,April,63.967857073370794,51.801449087810795,68.752126045245092,503.526611230913034
Queens East,QE14,10.000000000000000,2008.000000000000000,April,55.236020358940202,38.684062299796693,37.719853990555606,328.991145465675004
Queens West,QW01,10.000000000000000,2008.000000000000000,April,67.680312430875802,62.583901176326897,57.285134300383199,511.722589939468037
Queens West,QW02,10.000000000000000,2008.000000000000000,April,69.929526441079986,59.045538829481195,57.201826034408100,573.453165089562049
Queens West,QW03,10.000000000000000,2008.000000000000000,April,61.010259153568597,40.543233811333600,53.648817479576003,405.927152981993970
Queens West,QW04,10.000000000000000,2008.000000000000000,April,58.372939998570800,39.749036886553398,43.244309089943506,370.006263570890042
Queens West,QW05,10.000000000000000,2008.000000000000000,April,71.529039083071709,61.154321650690100,68.007793858738580,605.926158255525024
Queens West,QW06,10.000000000000000,2008.000000000000000,April,69.545850021308311,35.676869740151993,62.128091034938798,357.757256289187012
Queens West,QW09,10.000000000000000,2008.000000000000000,April,65.830538811558498,49.892348699486398,56.824071257214293,486.292908700228054
Staten Island,SI01,10.000000000000000,2008.000000000000000,April,64.659547384923997,55.287484659518597,63.284577639462896,518.379608857247035
Staten Island,SI02,10.000000000000000,2008.000000000000000,April,66.934319250384505,65.150067994707697,65.708486865546590,558.922866450241031
Staten Island,SI03,10.000000000000000,2008.000000000000000,April,67.817133382190306,69.564544103503906,68.719332074210101,573.578091009846958
Brooklyn North,BKN01,10.000000000000000,2009.000000000000000,April,61.090031143991297,39.598954571417195,42.263321127259601,428.608331926398023
Brooklyn North,BKN02,10.000000000000000,2009.000000000000000,April,68.558319925272997,35.955418351979702,52.705215258991096,418.841398496162071
Brooklyn North,BKN03,10.000000000000000,2009.000000000000000,April,50.990522671670199,23.892673838873300,33.575961561986695,297.399574423977981
Brooklyn North,BKN04,10.000000000000000,2009.000000000000000,April,55.645509503921595,24.741000510469799,46.393931339712992,351.440990428650991
Brooklyn North,BKN05,10.000000000000000,2009.000000000000000,April,50.995334663834498,24.978158660027002,41.361183476529099,293.492566439062045
Brooklyn North,BKN08,10.000000000000000,2009.000000000000000,April,61.436090366876805,36.504123955909400,48.842611294142301,433.568338954587034
Brooklyn North,BKN09,10.000000000000000,2009.000000000000000,April,54.224384028700101,30.610787497017999,35.708607173200406,322.664041299796963
Brooklyn North,BKN16,10.000000000000000,2009.000000000000000,April,46.646940727615004,22.587396558613499,29.556189521897100,252.022591509219012
Brooklyn North,BKN17,10.000000000000000,2009.000000000000000,April,59.186645787704101,32.889453925911894,54.463933928667991,382.632923447680980
Brooklyn South,BKS06,10.000000000000000,2009.000000000000000,April,77.469728280228111,50.354335033260497,78.104983236315988,599.792725128371103
Brooklyn South,BKS07,10.000000000000000,2009.000000000000000,April,69.891471243018188,58.225113481805700,61.535563161820896,569.776653084172040
Brooklyn South,BKS10,10.000000000000000,2009.000000000000000,April,72.496215686778697,64.111219693932085,63.789443654484096,635.104596039692069
Brooklyn South,BKS11,10.000000000000000,2009.000000000000000,April,68.187488987005594,56.726728770889999,54.679802555439494,533.683559437035001
Brooklyn South,BKS12,10.000000000000000,2009.000000000000000,April,62.931004240343988,51.172002521991395,40.461141339083099,453.037330779219019
Brooklyn South,BKS13,10.000000000000000,2009.000000000000000,April,58.686439335263799,45.688895843283589,42.107661370982598,414.419766713059062
Brooklyn South,BKS14,10.000000000000000,2009.000000000000000,April,61.137906631919400,39.357364324759693,48.509945338108793,406.450082899997085
Brooklyn South,BKS15,10.000000000000000,2009.000000000000000,April,68.147826545835400,58.760344982565293,56.819026755189796,528.272223747702014
Brooklyn South,BKS18,10.000000000000000,2009.000000000000000,April,63.434102816783401,48.236693985983294,63.057350917388803,499.534418973156050
Bronx,BX01,10.000000000000000,2009.000000000000000,April,38.557360935575893,16.354841076561602,18.684655922619299,199.864717597160990
Bronx,BX02,10.000000000000000,2009.000000000000000,April,50.738453671349596,24.096206436325900,34.423496179835894,316.469954151034017
